SubCustomer,ServicesCategory,VendorSize,SumOfobligatedAmount,SumOfnumberOfActions,Legacy
Army,Products,Small,5392796565,80451,Professional Service
DLA,ERS,Large,86004635.86,1745,Professional Service
DLA,FRS&C,Large: Big 6,221771,1,Professional Service
DLA,FRS&C,Large: Big 6 (Small Subsidiary),0,NULL,Professional Service
DLA,FRS&C,Medium <1B,426698755.5,6809,Professional Service
DLA,Fuel,Large (Small Subsidiary),328552492,10,Professional Service
DLA,Fuel,Medium <1B,2885352721,1168,Professional Service
DLA,Fuel,Small,1607504080,1584,Professional Service
DLA,ICT,Unlabeled,7668,2,Professional Service
DLA,PAMS,Large: Big 6,17284933.36,53,Professional Service
DLA,Products,Small,4649148246,214585,Professional Service
DLA,Products,Unlabeled,15547885,636,Professional Service
MDA,FRS&C,Large: Big 6,160262196,162,Professional Service
MDA,ICT,Large,78870,2,Professional Service
MDA,Products,Small,820656,22,Professional Service
MilitaryHealth,ERS,Medium <1B,8595,3,Professional Service
MilitaryHealth,PAMS,Large,1852976,5,Professional Service
MilitaryHealth,PAMS,Small,267215,5,Professional Service
Navy,FRS&C,Medium >1B,106131532.3,63,Other Service
Navy,ICT,Large (Small Subsidiary),17828531.41,111,Professional Service
Navy,ICT,Large: Big 6 (Small Subsidiary),54457583.85,103,Professional Service
Navy,ICT,Medium <1B,592492401,3859,Professional Service
Navy,MED,Medium <1B,98784289.06,1004,Other Service
Navy,MED,Small,5360908,377,Professional Service
Navy,PAMS,Large (Small Subsidiary),54712809.65,424,Professional Service
Navy,PAMS,Large: Big 6 (Small Subsidiary),22007796.31,49,Professional Service
Navy,Products,Large: Big 6,19693166006,9498,Professional Service
Navy,R&D,Unlabeled,606883,40,Professional Service
Other DoD,ICT,Medium >1B (Small Subsidiary),22291841.23,27,Professional Service
Air Force,FRS&C,Small,518936744,918,Other Service
Air Force,FRS&C,Unlabeled,-23367.69,13,Other Service
Air Force,FRS&C,Unlabeled,44151557.94,53,Professional Service
Air Force,MED,Medium >1B (Small Subsidiary),37228.8,2,Other Service
Air Force,PAMS,Medium >1B (Small Subsidiary),63462701.44,241,Professional Service
Air Force,R&D,Large (Small Subsidiary),21108838.87,25,Professional Service
Air Force,R&D,Large: Big 6 (Small Subsidiary),29520759.31,76,Professional Service
Air Force,R&D,Medium <1B,1028318019,2814,Professional Service
Army,Fuel,Large: Big 6,23718.44,6,Professional Service
Army,ICT,Large,1239788355,4205,Professional Service
Army,ICT,Medium >1B (Small Subsidiary),1270562.95,22,Professional Service
Army,MED,Large,68021725.87,842,Other Service
Army,MED,Medium >1B,250773.6,3,Professional Service
Army,MED,Unlabeled,1197491.36,42,Other Service
Army,PAMS,Large,13118240549,11843,Professional Service
Army,PAMS,Small,5278018386,33559,Professional Service
Army,PAMS,Unlabeled,573047285.6,2499,Professional Service
Army,Products,Large,19090372201,23097,Professional Service
Army,Products,Small,8550616597,110821,Professional Service
DLA,FRS&C,Large: Big 6 (Small Subsidiary),1820024.81,443,Professional Service
DLA,FRS&C,Medium <1B,344647271.8,5895,Professional Service
DLA,Fuel,Large: Big 6,2799378.22,2,Professional Service
DLA,ICT,Large: Big 6,63546561.77,119,Professional Service
DLA,ICT,Medium >1B (Small Subsidiary),4080.6,2,Professional Service
DLA,Products,Large,7733994800,206666,Professional Service
DLA,Products,Small,4290026696,163823,Professional Service
DLA,Products,Unlabeled,258750,68,Professional Service
MDA,FRS&C,Small,1841299.38,9,Other Service
MDA,FRS&C,Small,-673243,8,Professional Service
MDA,R&D,Large (Small Subsidiary),2713222.93,15,Professional Service
MDA,R&D,Large: Big 6 (Small Subsidiary),2599770,12,Professional Service
MilitaryHealth,ERS,Medium <1B,0,2,Professional Service
MilitaryHealth,MED,Large,8326501435,496,Other Service
MilitaryHealth,PAMS,Large,2669280.3,7,Professional Service
MilitaryHealth,PAMS,Small,1402163.42,5,Professional Service
MilitaryHealth,Products,Large,184286,1,Professional Service
Navy,ERS,Large,1104338817,3903,Professional Service
Navy,ERS,Medium >1B (Small Subsidiary),63904.45,7,Professional Service
Navy,ERS,Unlabeled,31808058.34,548,Professional Service
Navy,FRS&C,Medium >1B,337936690.8,112,Other Service
Navy,ICT,Large (Small Subsidiary),15751257.57,133,Professional Service
Navy,MED,Large (Small Subsidiary),943.1,1,Other Service
Navy,MED,Medium <1B,42932230.66,1037,Other Service
Navy,MED,Medium <1B,18047995.09,210,Professional Service
Navy,MED,Small,10148819.12,368,Professional Service
Navy,PAMS,Large: Big 6,3375240119,5516,Professional Service
Navy,PAMS,Medium <1B,2824524106,20692,Professional Service
Navy,Products,Large: Big 6,25747453289,11535,Professional Service
Navy,R&D,Large,2428383795,2623,Professional Service
Navy,R&D,Large: Big 6 JV,33860042,23,Professional Service
Navy,R&D,Unlabeled,2605607.05,113,Professional Service
Other DoD,ERS,Large (Small Subsidiary),286402.14,5,Professional Service
Other DoD,ERS,Large: Big 6,20197666.52,189,Professional Service
Other DoD,ERS,Large: Big 6 (Small Subsidiary),-76646.48,1,Professional Service
Other DoD,ERS,Medium <1B,433819876.2,625,Professional Service
Other DoD,ICT,Medium >1B (Small Subsidiary),14891965.1,78,Professional Service
Other DoD,MED,Large,-97534.62,4,Other Service
Other DoD,PAMS,Large,2164282440,3522,Professional Service
Other DoD,PAMS,Small,730863400,4104,Professional Service
Other DoD,Products,Large (Small Subsidiary),7284378.49,160,Professional Service
Other DoD,R&D,Large: Big 6,732030840.7,761,Professional Service
Other DoD,Unlabeled,Medium >1B,-12077.81,1,Professional Service
Air Force,FRS&C,Large: Big 6,22336423.04,76,Other Service
Air Force,FRS&C,Large: Big 6,200539853.8,585,Professional Service
Army,ERS,Small,740845626.4,8271,Professional Service
Army,FRS&C,Large (Small Subsidiary),15818140.56,77,Professional Service
Army,FRS&C,Large: Big 6 (Small Subsidiary),63628.3008,1,Professional Service
Army,FRS&C,Medium <1B,3745404874,16254,Professional Service
Army,Products,Medium >1B,952484828.3,1268,Professional Service
Army,R&D,Large (Small Subsidiary),12917875.14,64,Professional Service
Army,R&D,Large: Big 6 (Small Subsidiary),1079499.882,24,Professional Service
Army,R&D,Medium <1B,814083874.9,3037,Professional Service
DLA,ERS,Large (Small Subsidiary),52066.1504,4,Professional Service
DLA,ERS,Large: Big 6 (Small Subsidiary),542291.3799,9,Professional Service
DLA,ERS,Medium <1B,58734894.46,879,Professional Service
DLA,FRS&C,Large (Small Subsidiary),-199506.4063,1,Professional Service
DLA,Products,Medium >1B,386052461.4,7570,Professional Service
DLA,R&D,Medium <1B,11614320.01,73,Professional Service
MDA,ERS,Large: Big 6,47976613,46,Professional Service
MDA,PAMS,Medium <1B,35590646.36,77,Professional Service
MDA,Products,Large: Big 6,3687218976,277,Professional Service
MDA,Products,Medium <1B,5146277.351,23,Professional Service
MilitaryHealth,FRS&C,Large,109145.1797,2,Professional Service
MilitaryHealth,PAMS,Large: Big 6,1727003,4,Professional Service
MilitaryHealth,Products,Large: Big 6,1033877,1,Professional Service
MilitaryHealth,R&D,Medium <1B,14831192.75,24,Professional Service
Navy,ERS,Large: Big 6,2159085535,3516,Professional Service
Navy,Fuel,Large,564087.2505,6,Professional Service
Navy,ICT,Large: Big 6 JV,-460311.0235,6,Professional Service
Navy,MED,Large,9635740.949,2,Professional Service
Navy,MED,Unlabeled,47642.6699,10,Professional Service
Navy,PAMS,Large (Small Subsidiary),61340729.43,342,Professional Service
Navy,PAMS,Large: Big 6 (Small Subsidiary),8123086.21,52,Professional Service
Navy,Products,Small,2822553583,55453,Professional Service
Navy,R&D,Medium >1B,138957331.9,522,Professional Service
Navy,R&D,Medium >1B (Small Subsidiary),-148015.8938,5,Professional Service
Other DoD,ERS,Large: Big 6 JV,-3420474.95,4,Professional Service
Other DoD,ERS,Small,390780733.3,30675,Professional Service
Other DoD,FRS&C,Large,17666838.32,65,Professional Service
Other DoD,FRS&C,Small,83594166.81,341,Professional Service
Other DoD,FRS&C,Unlabeled,9044.3301,1,Professional Service
Other DoD,Fuel,Medium <1B,97423.29,4,Professional Service
Other DoD,PAMS,Medium >1B (Small Subsidiary),6394455.108,25,Professional Service
Other DoD,PAMS,Unlabeled,276399.4363,57,Professional Service
Other DoD,R&D,Large: Big 6 (Small Subsidiary),-688253.0001,11,Professional Service
Other DoD,R&D,Medium <1B,296327613.6,874,Professional Service
Air Force,ERS,Small,418079124.4,5018,Professional Service
Air Force,FRS&C,Medium <1B,1855504763,6217,Professional Service
Air Force,ICT,Medium >1B (Small Subsidiary),15550.9802,7,Professional Service
Air Force,MED,Large,670912.3385,48,Other Service
Air Force,MED,Unlabeled,314887.5412,49,Other Service
Air Force,PAMS,Large,2080579544,3584,Professional Service
Air Force,PAMS,Unlabeled,10699740.23,149,Professional Service
Air Force,Products,Large: Big 6 JV,89110596,24,Professional Service
Air Force,R&D,Large: Big 6,2679071473,2458,Professional Service
Army,FRS&C,Medium >1B,318335237.6,306,Professional Service
Army,FRS&C,Medium >1B (Small Subsidiary),429580.9375,7,Other Service
Army,FRS&C,Medium >1B (Small Subsidiary),-575827.332,13,Professional Service
Army,FRS&C,Unlabeled,110607638.3,893,Other Service
Army,MED,Medium <1B,223269784.3,2041,Other Service
Army,MED,Medium <1B,6939955.851,390,Professional Service
Army,MED,Small,23645516.71,392,Professional Service
Army,MED,Unlabeled,573705.9405,48,Professional Service
Army,R&D,Large,713952932.5,2104,Professional Service
Army,R&D,Large: Big 6 JV,59663215.31,70,Professional Service
Army,R&D,Medium >1B,552726373.5,329,Professional Service
DLA,FRS&C,Medium >1B,3247067.941,11,Professional Service
Army,Products,Large: Big 6 JV,982983101.8,226,Professional Service
Army,R&D,Large: Big 6,4568897760,1391,Professional Service
Army,R&D,Large: Big 6 JV (Small Subsidiary),306000,3,Professional Service
Army,R&D,Medium >1B (Small Subsidiary),27193837.19,128,Professional Service
Army,Unlabeled,Large: Big 6,513137.57,9,Professional Service
DLA,PAMS,Large (Small Subsidiary),-106428.92,10,Professional Service
DLA,R&D,Large: Big 6,70000,5,Professional Service
MDA,ERS,Large,70990.67,8,Professional Service
MDA,ERS,Small,-92573.63,18,Professional Service
MDA,PAMS,Large: Big 6,71342535.84,142,Professional Service
MDA,PAMS,Medium >1B (Small Subsidiary),24681317.75,15,Professional Service
MDA,R&D,Small,130921587.1,500,Professional Service
MilitaryHealth,FRS&C,Medium <1B,30000,2,Other Service
MilitaryHealth,MED,Medium >1B,2802064041,148,Other Service
MilitaryHealth,PAMS,Medium >1B,-277294.04,2,Professional Service
Navy,ERS,Medium >1B,137046525.5,419,Professional Service
Navy,FRS&C,Large,701266611.5,313,Other Service
Navy,FRS&C,Large: Big 6,91594505.76,98,Professional Service
Navy,FRS&C,Medium >1B (Small Subsidiary),2362684.99,42,Other Service
Navy,FRS&C,Medium >1B (Small Subsidiary),81358622.74,747,Professional Service
Navy,FRS&C,Unlabeled,435967.36,13,Other Service
Navy,FRS&C,Unlabeled,10058899.16,233,Professional Service
Navy,Fuel,Unlabeled,619038.77,60,Professional Service
Navy,ICT,Small,1066314416,7728,Professional Service
Navy,ICT,Unlabeled,857269.37,179,Professional Service
Navy,Unlabeled,Large: Big 6 (Small Subsidiary),48870.54,1,Professional Service
Navy,Unlabeled,Medium <1B,-693.2,1,Professional Service
Other DoD,FRS&C,Large: Big 6 (Small Subsidiary),18031991.22,10,Professional Service
Other DoD,FRS&C,Medium <1B,13600003.87,13,Other Service
Other DoD,FRS&C,Medium <1B,68145881.27,456,Professional Service
Other DoD,PAMS,Large: Big 6 JV,-252.56,2,Professional Service
Other DoD,PAMS,Medium >1B,66482643.45,174,Professional Service
Other DoD,Products,Large: Big 6 JV,45502557.09,42,Professional Service
Other DoD,Products,Unlabeled,-841.65,4,Professional Service
Air Force,ERS,Large: Big 6,2436056525,1735,Professional Service
Air Force,Fuel,Unlabeled,41244.77,39,Professional Service
Air Force,ICT,Large,639594272.2,2124,Professional Service
Air Force,MED,Large,-8817.81,1,Professional Service
Air Force,MED,Large (Small Subsidiary),110400.96,2,Other Service
Air Force,MED,Small,246362686.6,2299,Other Service
Air Force,MED,Small,15722193.72,943,Professional Service
Air Force,MED,Unlabeled,338325.95,16,Professional Service
Air Force,PAMS,Large (Small Subsidiary),113764903.9,513,Professional Service
Air Force,PAMS,Large: Big 6 (Small Subsidiary),12265222.15,84,Professional Service
Air Force,PAMS,Medium <1B,1792405974,6652,Professional Service
Air Force,PAMS,Small,2329869836,14619,Professional Service
Air Force,Products,Large (Small Subsidiary),23149266.53,284,Professional Service
Air Force,Products,Large: Big 6 (Small Subsidiary),44518915.44,300,Professional Service
Air Force,Products,Medium <1B,1376320111,14193,Professional Service
Air Force,R&D,Large: Big 6 JV,36675580.1,17,Professional Service
Air Force,R&D,Medium >1B,2135782179,594,Professional Service
Army,ERS,Large: Big 6 JV,9339241.22,33,Professional Service
Army,ERS,Medium >1B,184092222.7,437,Professional Service
Army,FRS&C,Large,4521775675,1970,Other Service
Army,FRS&C,Large,1886276225,9493,Professional Service
Army,FRS&C,Small,5818454284,15069,Other Service
Army,FRS&C,Unlabeled,429086057.5,3647,Professional Service
Army,R&D,Large (Small Subsidiary),97993607.71,128,Professional Service
Army,R&D,Large: Big 6 (Small Subsidiary),5714114.1,35,Professional Service
Army,R&D,Medium <1B,1175787306,3586,Professional Service
Army,Unlabeled,Medium <1B,384113.88,6,Professional Service
DLA,FRS&C,Large,175798541.3,152,Professional Service
DLA,FRS&C,Small,1218104.58,32,Other Service
DLA,R&D,Medium >1B,0,1,Professional Service
MDA,FRS&C,Medium >1B (Small Subsidiary),16517689.36,26,Professional Service
MDA,ICT,Medium <1B,15487.26,3,Professional Service
MDA,ICT,Small,269922.49,14,Professional Service
MDA,PAMS,Medium >1B,128801876.7,204,Professional Service
MDA,Products,Large: Big 6,777915176.8,224,Professional Service
MDA,R&D,Medium >1B,34699829.97,35,Professional Service
MilitaryHealth,PAMS,Medium <1B,4833092.12,15,Professional Service
Navy,ERS,Medium >1B (Small Subsidiary),15351848.98,16,Professional Service
Navy,ICT,Large: Big 6 JV,96999.35,3,Professional Service
Navy,MED,Large: Big 6,139866.69,2,Other Service
Navy,MED,Medium >1B (Small Subsidiary),60008,1,Other Service
Navy,Products,Medium >1B (Small Subsidiary),14952372.64,83,Professional Service
Navy,R&D,Small,1421672329,6102,Professional Service
Other DoD,FRS&C,Medium >1B,100285222.3,8,Other Service
Other DoD,MED,Medium <1B,-6476003.81,55,Other Service
Other DoD,MED,Small,2405212.98,16,Professional Service
Other DoD,Products,Large: Big 6 (Small Subsidiary),7648912.64,29,Professional Service
Other DoD,Products,Medium <1B,432184360.4,6436,Professional Service
Other DoD,R&D,Large,415747971.4,1281,Professional Service
Other DoD,R&D,Medium >1B,154164541.1,138,Professional Service
Other DoD,R&D,Unlabeled,60000,1,Professional Service
Air Force,ERS,Large: Big 6 JV,7478851,16,Professional Service
Air Force,FRS&C,Large,132002006.1,224,Other Service
Air Force,FRS&C,Large,1199643360,2063,Professional Service
Air Force,FRS&C,Small,126502732.9,934,Other Service
Air Force,FRS&C,Unlabeled,4438711.56,13,Other Service
Air Force,FRS&C,Unlabeled,4371613.06,66,Professional Service
Air Force,Fuel,Large: Big 6,12698.06,2,Professional Service
Air Force,PAMS,Unlabeled,11617682.88,450,Professional Service
Air Force,R&D,Large (Small Subsidiary),17876300.51,50,Professional Service
Air Force,R&D,Large: Big 6 (Small Subsidiary),5866559.89,34,Professional Service
Air Force,R&D,Medium <1B,1578015761,3662,Professional Service
Army,ERS,Large (Small Subsidiary),8685634.64,90,Professional Service
Army,ERS,Large: Big 6 (Small Subsidiary),176033,15,Professional Service
Army,ERS,Medium <1B,912287025.4,8722,Professional Service
Army,FRS&C,Medium >1B,520968080.3,791,Other Service
Army,FRS&C,Medium >1B,347761822.2,643,Professional Service
Army,FRS&C,Unlabeled,949454931.6,4257,Other Service
Army,Fuel,Large: Big 6,9786,2,Professional Service
Army,MED,Medium <1B,46030510.24,768,Professional Service
Army,PAMS,Large,15256501267,10203,Professional Service
Army,PAMS,Medium >1B (Small Subsidiary),38937202.77,171,Professional Service
Army,PAMS,Small,5024261347,31678,Professional Service
Army,PAMS,Unlabeled,402595459.9,3503,Professional Service
Army,R&D,Large,1198004448,2970,Professional Service
Army,R&D,Small,1616453226,7169,Professional Service
Army,R&D,Unlabeled,191450108.1,763,Professional Service
Army,Unlabeled,Large,-67869.28,8,Professional Service
Army,Unlabeled,Small,33510.91,9,Professional Service
DLA,ERS,Large (Small Subsidiary),-9133.75,2,Professional Service
DLA,ERS,Medium <1B,42415792.69,548,Professional Service
DLA,ERS,Small,17729511.28,401,Professional Service
DLA,FRS&C,Medium >1B,133309740.4,58,Professional Service
DLA,Fuel,Large: Big 6,2522021.22,2,Professional Service
DLA,MED,Medium <1B,298000,7,Other Service
DLA,MED,Medium <1B,148728.82,8,Professional Service
DLA,PAMS,Large,32148686.94,161,Professional Service
DLA,R&D,Large,4369473.27,3,Professional Service
DLA,R&D,Small,10149035.22,46,Professional Service
MDA,ERS,Medium <1B,12719.23,1,Professional Service
MDA,FRS&C,Medium >1B (Small Subsidiary),10806389.45,17,Professional Service
MDA,ICT,Medium <1B,2818958,5,Professional Service
MDA,ICT,Small,-492293.97,7,Professional Service
MDA,PAMS,Large,63127745.91,210,Professional Service
DLA,MED,Medium <1B,6720.9098,6,Professional Service
DLA,MED,Small,92798.2797,3,Professional Service
DLA,PAMS,Small,196828118.7,849,Professional Service
DLA,R&D,Large,9053562.676,13,Professional Service
DLA,R&D,Medium >1B,0,1,Professional Service
MDA,PAMS,Large,92280422.59,206,Professional Service
MDA,PAMS,Medium >1B,173684356.1,229,Professional Service
MilitaryHealth,MED,Small,9829369.774,25,Other Service
MilitaryHealth,Products,Large (Small Subsidiary),10798,1,Professional Service
MilitaryHealth,Products,Medium <1B,11235547.19,63,Professional Service
Navy,ERS,Large (Small Subsidiary),7804760.92,23,Professional Service
Navy,ERS,Large: Big 6 (Small Subsidiary),19939.0801,1,Professional Service
Navy,ERS,Large: Big 6 JV,34754146.04,26,Professional Service
Navy,ERS,Medium <1B,1517742239,13185,Professional Service
Navy,FRS&C,Large,649916036.1,1316,Professional Service
Navy,FRS&C,Large (Small Subsidiary),13906,1,Other Service
Navy,FRS&C,Medium <1B,1450281828,1514,Other Service
Navy,FRS&C,Small,2542200423,19369,Professional Service
Navy,R&D,Small,1215875958,6720,Professional Service
Other DoD,ERS,Medium >1B (Small Subsidiary),21738936.43,463,Professional Service
Other DoD,FRS&C,Large: Big 6,-898392.4778,7,Professional Service
Other DoD,FRS&C,Medium >1B,4980160,3,Other Service
Other DoD,ICT,Large,1557140833,44846,Professional Service
Other DoD,MED,Medium <1B,3959161.253,36,Other Service
Other DoD,MED,Small,-126417.3276,12,Professional Service
Other DoD,R&D,Medium >1B,28506841.89,130,Professional Service
Air Force,ICT,Large: Big 6 JV,1420613.66,3,Professional Service
Air Force,ICT,Medium >1B,5279864.73,41,Professional Service
Air Force,ICT,Unlabeled,12000,3,Professional Service
Air Force,R&D,Medium >1B (Small Subsidiary),99992,1,Professional Service
Air Force,Unlabeled,Small,0,2,Professional Service
Army,ERS,Large,1496824612,4005,Professional Service
Army,ERS,Small,616677225.5,10553,Professional Service
Army,ERS,Unlabeled,387839294.8,4367,Professional Service
Army,FRS&C,Medium >1B,815376609.2,546,Other Service
Army,Fuel,Large (Small Subsidiary),3557.36,1,Professional Service
Army,Fuel,Medium <1B,7461034.59,283,Professional Service
Army,Fuel,Small,42549195.09,1239,Professional Service
Army,ICT,Large (Small Subsidiary),39207886.23,162,Professional Service
Army,ICT,Large: Big 6 (Small Subsidiary),41976345.67,75,Professional Service
Army,ICT,Medium <1B,637269257.6,2615,Professional Service
Army,MED,Large: Big 6,593184,2,Other Service
Army,PAMS,Large: Big 6,3424782100,3236,Professional Service
Army,Products,Large: Big 6,15800056376,7520,Professional Service
Army,Products,Medium >1B (Small Subsidiary),115643630.3,252,Professional Service
Army,R&D,Small,1822438309,7545,Professional Service
Army,R&D,Unlabeled,337186862.5,360,Professional Service
DLA,ERS,Large,49702259.41,1512,Professional Service
DLA,Fuel,Large (Small Subsidiary),107784639,12,Professional Service
DLA,Fuel,Medium <1B,1396919047,1327,Professional Service
DLA,Fuel,Small,1328655888,1737,Professional Service
DLA,ICT,Large (Small Subsidiary),3429539.46,16,Professional Service
DLA,ICT,Large: Big 6 (Small Subsidiary),-112522.77,1,Professional Service
DLA,ICT,Medium <1B,48048104.74,276,Professional Service
DLA,PAMS,Large: Big 6,15425759.74,45,Professional Service
DLA,Products,Large: Big 6,1227414661,17361,Professional Service
DLA,Products,Medium >1B (Small Subsidiary),4639669.33,116,Professional Service
MDA,FRS&C,Large: Big 6,-169545.87,8,Professional Service
MDA,ICT,Large,9383854.03,9,Professional Service
MDA,Products,Small,5833439.25,85,Professional Service
MilitaryHealth,ERS,Large,-871.84,1,Professional Service
Navy,MED,Large,9729756.75,267,Other Service
Navy,MED,Large,8891456.51,2,Professional Service
Navy,MED,Medium >1B (Small Subsidiary),-2594,1,Professional Service
Navy,PAMS,Large (Small Subsidiary),46923886.21,231,Professional Service
Navy,R&D,Large: Big 6,7217785122,2360,Professional Service
Other DoD,FRS&C,Large,259118.31,4,Other Service
Other DoD,FRS&C,Medium >1B,150120.51,5,Professional Service
Other DoD,ICT,Large: Big 6 JV,-0.79,1,Professional Service
Other DoD,MED,Medium <1B,-971541.26,39,Professional Service
Other DoD,PAMS,Large: Big 6,607417831.1,1687,Professional Service
Other DoD,PAMS,Medium >1B (Small Subsidiary),768779.44,31,Professional Service
Other DoD,R&D,Large (Small Subsidiary),-33903.68,36,Professional Service
Other DoD,R&D,Small,257237422.7,1095,Professional Service
Other DoD,Unlabeled,Medium <1B,-19978.4,5,Professional Service
Other DoD,Unlabeled,Small,-19482.61,3,Professional Service
Air Force,FRS&C,Large (Small Subsidiary),6918466.52,53,Professional Service
Air Force,FRS&C,Large: Big 6 (Small Subsidiary),0,3,Other Service
Air Force,FRS&C,Medium <1B,160024970.7,442,Other Service
Air Force,FRS&C,Small,1668276155,15651,Professional Service
Air Force,MED,Medium >1B,1087637.49,12,Other Service
Air Force,PAMS,Medium >1B,491606400.4,720,Professional Service
Air Force,Products,Large: Big 6 JV,780334075.1,22,Professional Service
Air Force,Products,Medium >1B,608007188.9,662,Professional Service
Army,ERS,Large: Big 6,1702716630,1679,Professional Service
Army,Fuel,Medium >1B (Small Subsidiary),28612.88,6,Professional Service
Army,MED,Large,6706625.22,6,Professional Service
Army,MED,Large (Small Subsidiary),20270.48,11,Other Service
Army,MED,Large: Big 6 (Small Subsidiary),2606242.38,3,Other Service
DLA,R&D,Medium <1B,38060341.84,128,Professional Service
MDA,ERS,Large: Big 6,32994404,9,Professional Service
MDA,PAMS,Large (Small Subsidiary),-25085.78,1,Professional Service
MDA,PAMS,Large: Big 6 (Small Subsidiary),-4699.6,1,Professional Service
MDA,PAMS,Medium <1B,72281831.63,155,Professional Service
MDA,Products,Medium <1B,3320912.73,49,Professional Service
MDA,R&D,Large,215129556.7,315,Professional Service
MDA,R&D,Medium >1B (Small Subsidiary),831881.79,19,Professional Service
MilitaryHealth,ICT,Small,151403.8,3,Professional Service
Navy,FRS&C,Large (Small Subsidiary),15292391.43,134,Professional Service
Navy,FRS&C,Large: Big 6 (Small Subsidiary),547940.86,7,Professional Service
Navy,FRS&C,Medium <1B,1576816348,9824,Professional Service
Navy,ICT,Large: Big 6,614042210.5,1357,Professional Service
Navy,MED,Medium >1B,5782210.67,57,Other Service
Navy,MED,Unlabeled,749625.49,28,Other Service
Navy,PAMS,Large: Big 6 JV,0,2,Professional Service
Navy,PAMS,Unlabeled,4390093.78,494,Professional Service
Navy,Products,Large,8782101971,15168,Professional Service
Navy,Products,Large: Big 6 JV,3028815216,948,Professional Service
Navy,Products,Unlabeled,14117566.92,1040,Professional Service
Other DoD,ERS,Large,2236148928,4683,Professional Service
Other DoD,ERS,Large: Big 6 JV,-54966.23,1,Professional Service
Other DoD,ERS,Medium >1B,130922173.7,44,Professional Service
Other DoD,ERS,Unlabeled,1600,1,Professional Service
Other DoD,FRS&C,Large,-4938313.1,59,Professional Service
Other DoD,FRS&C,Medium >1B (Small Subsidiary),-37118.71,4,Professional Service
Other DoD,Fuel,Small,139929,2,Professional Service
Other DoD,ICT,Large (Small Subsidiary),145066018.8,173,Professional Service
Other DoD,ICT,Large: Big 6 (Small Subsidiary),10952843.19,80,Professional Service
Other DoD,ICT,Medium <1B,967397282,7203,Professional Service
Other DoD,ICT,Small,918223526.7,3132,Professional Service
Other DoD,Products,Large: Big 6,274948415.5,3027,Professional Service
Other DoD,R&D,Large: Big 6 JV,670620.38,10,Professional Service
Air Force,ERS,Large (Small Subsidiary),3099137.41,42,Professional Service
Air Force,ERS,Large: Big 6 (Small Subsidiary),72921.06,2,Professional Service
Air Force,ERS,Medium <1B,785361699.9,4327,Professional Service
Air Force,ERS,Small,387179465.7,5019,Professional Service
Air Force,MED,Large,14131063.69,58,Other Service
Air Force,MED,Medium >1B (Small Subsidiary),-2763.07,1,Other Service
Air Force,PAMS,Large,2686464155,5316,Professional Service
Air Force,PAMS,Medium >1B (Small Subsidiary),14271978.56,52,Professional Service
Army,FRS&C,Large: Big 6,157723069.7,42,Other Service
Army,FRS&C,Large: Big 6,192643702.2,246,Professional Service
Army,FRS&C,Medium >1B (Small Subsidiary),35904120.21,140,Other Service
Army,Fuel,Medium >1B,121988.58,5,Professional Service
Army,ICT,Large,1554837998,4059,Professional Service
Army,ICT,Medium >1B,9073589.86,74,Professional Service
Army,ICT,Unlabeled,46746277.09,683,Professional Service
Army,Products,Small,6486779157,76925,Professional Service
DLA,FRS&C,Large: Big 6 (Small Subsidiary),1211185.41,211,Professional Service
DLA,FRS&C,Medium <1B,430069387,5118,Professional Service
DLA,Fuel,Medium >1B,64501430.96,9,Professional Service
DLA,ICT,Medium >1B,1592470.67,12,Professional Service
MDA,FRS&C,Small,4500,9,Professional Service
MDA,R&D,Large (Small Subsidiary),1999818,9,Professional Service
MDA,R&D,Large: Big 6,2947428714,979,Professional Service
MDA,R&D,Large: Big 6 (Small Subsidiary),199206,5,Professional Service
MDA,R&D,Medium <1B,43360177.5,216,Professional Service
MilitaryHealth,ICT,Large,52590.8,4,Professional Service
MilitaryHealth,MED,Large,7674789766,834,Other Service
MilitaryHealth,PAMS,Large,2366480.48,4,Professional Service
MilitaryHealth,PAMS,Small,3681800.01,20,Professional Service
MilitaryHealth,Products,Large,672985.61,49,Professional Service
MDA,PAMS,Small,117193644.8,433,Professional Service
MDA,Products,Large: Big 6,1408972901,222,Professional Service
Navy,ERS,Large: Big 6 JV,26001548.83,32,Professional Service
Navy,ERS,Medium >1B (Small Subsidiary),13477381.65,25,Professional Service
Navy,FRS&C,Large,744157310.5,2509,Professional Service
Navy,FRS&C,Large (Small Subsidiary),1591424.38,13,Other Service
Navy,FRS&C,Medium <1B,1946791421,2165,Other Service
Navy,FRS&C,Small,968200713.3,2479,Other Service
Navy,FRS&C,Small,2360180733,16694,Professional Service
Navy,ICT,Large: Big 6 JV,199351.6,5,Professional Service
Navy,PAMS,Medium <1B,2948751047,21378,Professional Service
Navy,Products,Medium >1B,639070886.1,1937,Professional Service
Navy,Unlabeled,Large: Big 6,-1990.14,1,Professional Service
Other DoD,ERS,Large (Small Subsidiary),26251.33,10,Professional Service
Other DoD,ERS,Large: Big 6 (Small Subsidiary),-3393.69,3,Professional Service
Other DoD,ERS,Medium <1B,611277857.6,23116,Professional Service
Other DoD,FRS&C,Large: Big 6,658795.11,21,Professional Service
Other DoD,ICT,Unlabeled,36103.78,8,Professional Service
Other DoD,Unlabeled,Medium <1B,-26501.31,2,Professional Service
